origin,destination,price,airlines,stops,duration,search_url
CAI,YVR,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-YVR/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,820",Ethiopian Air,3 stops,35h 25m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,826",Ethiopian Air,3 stops,35h 25m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,830",Iberia,1 stop,26h 40m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,870",Iberia,1 stop,37h 55m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 4,996",Air France,1 stop,23h 50m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,070",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,070",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,090",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,270",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,270",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,290",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,310",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,310",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,330",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,350",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,860",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,210",Emirates,2 stops,19h 20m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,210",Emirates,2 stops,26h 15m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,334",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,334",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,DAC,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-DAC/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 3,883",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,415",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,415",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,464",Ethiopian Air,2 stops,20h 30m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 5,807",Ethiopian Air,1 stop,11h 05m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,9h 40m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,10h 50m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,16h 30m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,729",Qatar Airways,1 stop,21h 45m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 2,787",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,170",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,170",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,185",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 1,986",Ethiopian Air,1 stop,14h 35m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,176",Ethiopian Air,1 stop,14h 35m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,219",Oman Air,2 stops,13h 30m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,223",Oman Air,1 stop,32h 30m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,180",Egyptair,direct,5h 50m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,790",Ethiopian Air,1 stop,28h 55m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,950",Ethiopian Air,1 stop,11h 00m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 4,040",Ethiopian Air,1 stop,28h 55m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,500",Oman Air,2 stops,15h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,711",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,744",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,744",Qatar Airways,1 stop,13h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,765",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,765",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,766",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,910",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,910",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,920",Emirates,2 stops,21h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,13h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,454",Ajet,1 stop,22h 00m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,470",flynas,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,470",flynas,1 stop,13h 05m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,494",flynas,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,BAH,"AED 1,004",flynas,1 stop,6h 20m,https://www.kayak.ae/flights/CAI-BAH/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,212",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,393",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,393",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,409",Egyptair,direct,1h 30m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,466",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,466",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,N/A,N/A,N/A,N/A,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
